timestamp(unix),attitude_roll(radians),attitude_pitch(radians),attitude_yaw(radians),rotation_rate_x(radians/s),rotation_rate_y(radians/s),rotation_rate_z(radians/s),gravity_x(G),gravity_y(G),gravity_z(G),user_acc_x(G),user_acc_y(G),user_acc_z(G),magnetic_field_x(microteslas),magnetic_field_y(microteslas),magnetic_field_z(microteslas),latitude(degree),longitude(degree),altitude(meter),speed(m/s),course(degree),timestamp(unix)
1478477572.30,0.045093,0.468258,-0.055375,-0.052048,0.037519,0.021300,0.040225,-0.451332,-0.891449,-0.009723,0.002220,0.005142,-12.846269,-40.033371,-10.898823,,,,,,
1478477572.31,0.045088,0.467623,-0.054947,-0.067186,0.036134,0.027240,0.040234,-0.450766,-0.891735,-0.007733,0.003759,0.009426,-12.868493,-40.014816,-10.940673,,,,,,
1478477572.32,0.045050,0.466816,-0.054473,-0.076005,0.033592,0.028384,0.040217,-0.450045,-0.892100,-0.008066,0.002459,0.002879,-12.868493,-40.014816,-10.940673,,,,,,
1478477572.33,0.044741,0.466030,-0.053884,-0.063239,0.018793,0.031276,0.039957,-0.449343,-0.892465,-0.013529,-0.000181,-0.007117,-12.894081,-39.989086,-11.004432,,,,,,
1478477572.35,0.044410,0.465597,-0.053484,-0.036288,-0.028047,0.032455,0.039669,-0.448956,-0.892673,-0.011547,0.001370,-0.008847,-12.894081,-39.989086,-11.004432,,,,,,
1478477572.36,0.043831,0.465420,-0.053195,-0.008370,-0.043857,0.020861,0.039156,-0.448798,-0.892775,-0.007937,0.003043,-0.020799,-12.929349,-39.964523,-11.052177,,,,,,
1478477572.37,0.043311,0.465519,-0.053003,0.009274,-0.040001,0.016145,0.038690,-0.448886,-0.892751,-0.011774,0.005939,-0.020610,-12.944297,-39.959217,-11.053868,,,,,,
1478477572.38,0.042488,0.465245,-0.052682,-0.000996,-0.023932,0.008372,0.037961,-0.448642,-0.892905,-0.012524,0.003772,-0.016870,-12.944297,-39.959217,-11.053868,,,,,,
1478477572.39,0.042158,0.464837,-0.052393,-0.027894,0.016695,0.009755,0.037673,-0.448277,-0.893101,-0.011581,0.004948,-0.004849,-12.974604,-39.951225,-11.047223,,,,,,
1478477572.40,0.041926,0.464335,-0.052108,-0.040472,0.010429,0.009682,0.037476,-0.447828,-0.893334,-0.009796,0.003630,-0.000129,-12.974604,-39.951225,-11.047223,,,,,,
1478477572.41,0.041714,0.463782,-0.051868,-0.030457,0.019168,0.006004,0.037297,-0.447334,-0.893589,-0.010960,0.006080,-0.004864,-12.996906,-39.934772,-11.080445,,,,,,
1478477572.42,0.041422,0.463314,-0.051608,-0.026503,0.000609,0.008831,0.037045,-0.446915,-0.893809,-0.010983,0.004548,-0.005742,-12.996906,-39.934772,-11.080445,,,,,,
1478477572.43,0.040780,0.462934,-0.051383,-0.021099,-0.038934,0.008354,0.036477,-0.446576,-0.894002,-0.008401,0.003414,-0.005015,-13.016174,-39.917973,-11.118284,,,,,,
1478477572.44,0.040032,0.462479,-0.051154,-0.044913,-0.058919,0.014481,0.035817,-0.446168,-0.894232,-0.003331,0.002824,0.001395,-13.016174,-39.917973,-11.118284,,,,,,
1478477572.45,0.038993,0.461855,-0.050892,-0.071342,-0.070182,0.010612,0.034899,-0.445609,-0.894547,-0.007372,-0.000863,0.002839,-13.044209,-39.903671,-11.136765,,,,,,
1478477572.46,0.038141,0.460915,-0.050612,-0.087959,-0.048064,0.014907,0.034153,-0.444768,-0.894994,-0.007007,-0.000468,-0.004328,-13.044209,-39.903671,-11.136765,,,,,,
1478477572.47,0.037567,0.459787,-0.050385,-0.089463,-0.023269,0.005884,0.033658,-0.443757,-0.895515,-0.005917,0.003114,-0.008919,-13.079541,-39.880482,-11.178312,,,,,,
1478477572.48,0.037393,0.458741,-0.050207,-0.070895,0.017662,0.004238,0.033519,-0.442819,-0.895984,-0.007060,0.000849,-0.019406,-13.079541,-39.880482,-11.178312,,,,,,
1478477572.49,0.037480,0.457923,-0.050067,-0.040667,0.026484,0.005755,0.033611,-0.442086,-0.896343,-0.004955,0.004204,-0.020131,-13.097095,-39.852280,-11.258045,,,,,,
1478477572.50,0.037556,0.457352,-0.049954,-0.024286,0.029101,-0.000182,0.033688,-0.441574,-0.896592,-0.006314,0.004608,-0.017104,-13.097095,-39.852280,-11.258045,,,,,,
1478477572.51,0.037864,0.457070,-0.049931,-0.024261,0.026607,0.002313,0.033969,-0.441321,-0.896706,-0.006626,0.001776,-0.015297,-13.100944,-39.834232,-11.317288,,,,,,
1478477572.52,0.038033,0.456813,-0.049827,-0.027972,0.019091,0.010972,0.034125,-0.441090,-0.896814,-0.007590,0.000691,-0.015067,-13.097750,-39.830902,-11.332694,,,,,,
1478477572.53,0.037844,0.456281,-0.049604,-0.036698,0.005439,0.009852,0.033964,-0.440612,-0.897055,-0.006651,0.000610,-0.012079,-13.097750,-39.830902,-11.332694,,,,,,
1478477572.55,0.037758,0.455795,-0.049399,-0.032930,0.007901,0.013546,0.033895,-0.440176,-0.897272,-0.003744,-0.000437,-0.012702,-13.106826,-39.818375,-11.366182,,,,,,
1478477572.56,0.037622,0.455348,-0.049215,-0.026558,0.000546,0.010085,0.033781,-0.439774,-0.897473,-0.002806,0.002686,-0.009525,-13.106826,-39.818375,-11.366182,,,,,,
1478477572.57,0.037306,0.454950,-0.049009,-0.039031,-0.016869,0.012653,0.033504,-0.439417,-0.897658,-0.005687,0.001612,-0.000367,-13.119879,-39.803497,-11.403167,,,,,,
