accelerometerTime(ms),AccelerationX,AccelerationY,AccelerationZ,gyroTime(ms),gyroX,gyroY,gyroZ
7.80868,0.13142395,1.212585449,-0.34854126,7.7991,-0.356514179,-0.312978686,0.248063868
7.86783,0.136001587,1.013366699,-0.585296631,7.86905,0.150791643,-0.181525854,0.258434484
7.92697,0.104766846,1.524597168,-0.375350952,7.90402,-0.019050657,0.148821436,0.160580092
7.98614,-0.033676147,0.997467041,-0.212265015,7.97397,0.267155271,0.442685816,-0.6490057
8.04528,0.306030273,0.727096558,0.092315674,8.04391,-0.436166931,0.036546293,-0.055662464
8.10446,-0.273757935,1.118728638,-0.154373169,8.07889,-0.682609999,-0.986391458,-0.597339842
8.1636,0.036331177,0.836257935,-0.044265747,8.14883,-0.567991274,1.189589052,0.206250375
8.22274,0.142028809,0.866546631,-0.010391235,8.21878,-0.599321766,1.3692704,-0.408313461
8.28192,0.179077148,0.992797852,-0.085617065,8.28873,-0.573239299,1.166177469,-0.761229178
8.34106,0.016647339,0.995758057,-0.123687744,8.3237,-0.268327062,1.051893769,-0.689469769
8.40023,0.333358765,1.087677002,-0.205108643,8.39364,-0.043848415,1.294320525,-0.581896437
8.45938,0.404098511,0.928085327,-0.260116577,8.42862,0.006555637,1.154669683,-0.434541071
8.51855,0.159042358,1.096694946,-0.26550293,8.49859,-0.110123842,0.512282205,-0.31726025
8.57769,-0.284896851,1.108840942,0.384857178,8.56854,-0.528669967,-1.239583243,0.760505064
8.63684,-0.520065308,1.440719604,0.108352661,8.60351,0.2482676,-1.881986434,0.91818524
8.69601,0.407608032,0.839355469,-0.087036133,8.67346,1.305799015,0.884726083,0.781112605
8.75506,0.032669067,0.771697998,-0.14642334,8.74341,1.020033042,-1.293822513,0.508059497
8.8142,-0.003570557,0.72013855,-0.163162231,8.81325,0.54372455,-1.01525613,0.336602523
8.87334,0.064544678,0.984100342,-0.277694702,8.84823,0.327108087,-0.637600712,0.526627322
8.93252,0.129928589,0.837463379,-0.240966797,8.91817,-0.025456624,-0.489643738,0.198164219
8.99166,0.067962646,1.080627441,-0.318725586,8.98812,-0.176267442,-0.384056325,0.067503943
9.05083,0.148345947,0.91355896,-0.31942749,9.02309,-0.029634325,-0.135841988,0.079073248
9.10998,0.185638428,0.770965576,-0.38494873,9.09304,-0.110115586,-0.232767736,-0.112454374
9.16915,0.013336182,1.305603027,-0.174423218,9.16298,-0.042474756,-0.093610112,0.018242121
9.22829,0.149902344,0.752212524,-0.226806641,9.23293,-0.186327799,-0.025227592,-0.298271113
9.28747,0.055541992,1.100479126,-0.08934021,9.2679,-0.331215747,-0.255593956,-0.161331103
9.34661,0.033004761,1.038803101,-0.035476685,9.33785,-0.489541206,-0.022238993,-0.478349006
9.40578,0.106170654,0.993743896,-0.081726074,9.4078,-0.242166298,-0.002507366,-0.222018952
9.46493,0.035675049,0.991867065,-0.06338501,9.44277,-0.344846871,-0.071067519,-0.090202331
9.5241,0.040817261,0.997055054,-0.069152832,9.51272,-0.294425774,-0.079896431,-0.155784804
9.58324,0.057403564,0.995666504,-0.071258545,9.54769,-0.251835437,-0.04777924,-0.129463185
9.64242,0.066619873,1.013442993,-0.092544556,9.61764,-0.185583712,-0.108860438,-0.021048826
